,transaction_id,product_id,quantity,unit_price_GBP,line_total_GBP
91,91019,5223,8,4.82,38.56
92,91019,5086,1,2.05,2.05
93,91019,5142,9,3.98,35.82
94,91019,5071,9,2.67,24.03
95,91019,5185,3,2.27,6.81
96,91019,5133,3,4.05,12.15
97,91019,5027,9,7.74,69.66
98,91019,5065,4,0.71,2.84
99,91020,5105,2,5.74,11.48
100,91020,5221,3,1.28,3.84
101,91020,5177,7,1.22,8.54
102,91021,5165,6,0.67,4.02
103,91021,5030,5,2.1,10.5
104,91021,5048,8,4.97,39.76
105,91022,5153,3,2.69,8.07
106,91022,5050,7,2.46,17.22
107,91022,5156,8,3.22,25.76
108,91022,5104,9,9.11,81.99
109,91022,5173,3,3.21,9.63
110,91022,5175,7,4.41,30.87
111,91022,5040,9,3.27,29.43
112,91023,5091,2,3.34,6.68
113,91023,5141,4,1.99,7.96
114,91023,5117,2,0.94,1.88
115,91023,5161,5,3.86,19.3
116,91024,5185,5,2.27,11.35
117,91024,5161,3,3.86,11.58
118,91024,5023,9,0.79,7.11
119,91024,5082,1,3.19,3.19
120,91024,5033,1,9.85,9.85
121,91024,5096,8,2.09,16.72
122,91024,5176,4,0.54,2.16
123,91025,5043,3,4.38,13.14
124,91025,5154,6,1.56,9.36
125,91025,5186,1,1.72,1.72
126,91025,5180,1,2.86,2.86
127,91025,5015,7,5.24,36.68
128,91026,5083,4,1.07,4.28
129,91026,5122,5,1.3,6.5
130,91027,5146,4,7.8,31.2
131,91027,5097,2,5.7,11.4
132,91027,5038,3,1.22,3.66
133,91028,5072,4,1.76,7.04
134,91028,5097,1,5.7,5.7
135,91028,5104,6,9.11,54.66
136,91028,5076,8,1.04,8.32
137,91028,5045,7,1.52,10.64
138,91029,5149,3,1.9,5.7
139,91030,5029,8,0.81,6.48
140,91030,5224,2,10.99,21.98
141,91030,5223,3,4.82,14.46
142,91030,5113,6,2.59,15.54
143,91031,5096,1,2.09,2.09
144,91031,5240,2,4.44,8.88
145,91031,5069,6,3.28,19.68
146,91031,5173,2,3.21,6.42
147,91031,5004,1,4.84,4.84
148,91031,5162,7,1.63,11.41
149,91032,5039,1,3.27,3.27
150,91032,5002,1,2.47,2.47
151,91033,5001,1,8.69,8.69
152,91033,5038,2,1.22,2.44
153,91033,5250,2,1.21,2.42
154,91034,5106,1,2.28,2.28
155,91035,5056,7,1.16,8.12
156,91035,5072,8,1.76,14.08
157,91035,5106,5,2.28,11.4
158,91035,5176,8,0.54,4.32
159,91036,5235,7,4.01,28.07
160,91036,5119,3,0.55,1.65
161,91036,5176,3,0.54,1.62
162,91036,5245,7,2.03,14.21
163,91036,5133,7,4.05,28.35
164,91037,5174,9,5.41,48.69
165,91037,5132,6,2.32,13.92
166,91037,5083,5,1.07,5.35
167,91037,5167,8,1.14,9.12
168,91037,5181,1,2.27,2.27
169,91037,5221,6,1.28,7.68
170,91038,5152,2,2.98,5.96
171,91039,5032,7,3.63,25.41
172,91039,5200,8,10.31,82.48
173,91039,5122,5,1.3,6.5
174,91039,5136,5,1.79,8.95
175,91039,5158,7,1.66,11.62
176,91039,5089,9,2.69,24.21
177,91040,5083,1,1.07,1.07
178,91040,5168,7,0.69,4.83
179,91041,5236,4,2.35,9.4
180,91041,5021,7,1.61,11.27
181,91041,5078,7,1.44,10.08
182,91042,5033,8,9.85,78.8
183,91042,5056,1,1.16,1.16
184,91042,5015,6,5.24,31.44
185,91042,5186,9,1.72,15.48
186,91042,5035,1,1.13,1.13
187,91042,5232,9,2.83,25.47
188,91042,5104,3,9.11,27.33
189,91043,5005,1,5.28,5.28
190,91043,5186,8,1.72,13.76
191,91044,5185,7,2.27,15.89
192,91044,5108,2,1.04,2.08
193,91044,5091,4,3.34,13.36
194,91044,5089,4,2.69,10.76
195,91045,5061,8,3.19,25.52
196,91045,5070,8,2.27,18.16
197,91045,5019,5,2.7,13.5
198,91045,5117,3,0.94,2.82
199,91045,5178,2,3.44,6.88
200,91045,5197,7,2.67,18.69
201,91045,5100,9,3.33,29.97
202,91045,5023,6,0.79,4.74
203,91046,5105,7,5.74,40.18
204,91046,5194,4,2.16,8.64
205,91046,5223,8,4.82,38.56
206,91046,5060,1,2.18,2.18
207,91046,5087,5,2.93,14.65
208,91046,5139,9,3.46,31.14
209,91047,5156,2,3.22,6.44
210,91047,5127,3,1.69,5.07
211,91048,5134,6,2.59,15.54
212,91048,5146,8,7.8,62.4
213,91049,5197,7,2.67,18.69
214,91049,5126,7,1.14,7.98
215,91049,5075,8,1.63,13.04
216,91049,5128,4,2.62,10.48
217,91049,5087,3,2.93,8.79
218,91049,5024,8,5.64,45.12
219,91049,5127,3,1.69,5.07
220,91050,5162,1,1.63,1.63
221,91050,5057,9,4.7,42.3
222,91050,5009,4,0.82,3.28
223,91050,5021,2,1.61,3.22
224,91050,5089,6,2.69,16.14
225,91051,5009,5,0.82,4.1
226,91051,5204,9,1.24,11.16
227,91051,5134,7,2.59,18.13
228,91052,5032,2,3.63,7.26
229,91052,5163,1,4.1,4.1
230,91052,5013,3,4.68,14.04
231,91052,5106,9,2.28,20.52
232,91052,5154,1,1.56,1.56
233,91052,5039,2,3.27,6.54
234,91052,5059,4,1.15,4.6
235,91052,5217,9,1.5,13.5
236,91053,5001,5,8.69,43.45
237,91053,5076,6,1.04,6.24
238,91053,5218,4,3.4,13.6
239,91053,5070,7,2.27,15.89
240,91054,5089,5,2.69,13.45
241,91054,5146,5,7.8,39.0
242,91054,5078,9,1.44,12.96
243,91054,5217,1,1.5,1.5
244,91054,5059,3,1.15,3.45
245,91054,5207,1,4.17,4.17
246,91054,5105,9,5.74,51.66
247,91055,5029,7,0.81,5.67
248,91056,5110,9,2.41,21.69
249,91056,5159,1,2.1,2.1
250,91056,5243,6,1.82,10.92
251,91056,5234,1,2.7,2.7
252,91056,5011,7,0.79,5.53
253,91056,5164,1,1.13,1.13
254,91057,5218,2,3.4,6.8
255,91057,5112,5,1.18,5.9
256,91057,5073,2,1.5,3.0
257,91057,5060,3,2.18,6.54
258,91057,5038,4,1.22,4.88
259,91057,5028,4,0.99,3.96
260,91057,5138,8,2.76,22.08
261,91057,5085,4,0.88,3.52
262,91058,5109,4,0.89,3.56
263,91058,5155,1,2.73,2.73
264,91058,5056,1,1.16,1.16
265,91058,5057,7,4.7,32.9
266,91058,5028,9,0.99,8.91
267,91058,5039,7,3.27,22.89
268,91059,5201,2,1.79,3.58
269,91059,5237,6,1.02,6.12
270,91059,5168,1,0.69,0.69
271,91059,5110,8,2.41,19.28
272,91059,5095,2,2.63,5.26
273,91059,5138,3,2.76,8.28
274,91059,5081,2,7.87,15.74
275,91059,5087,7,2.93,20.51
276,91060,5029,4,0.81,3.24
277,91060,5049,6,3.31,19.86
278,91060,5207,5,4.17,20.85
279,91060,5225,5,3.66,18.3
280,91060,5244,7,1.18,8.26
281,91060,5197,6,2.67,16.02
282,91060,5237,9,1.02,9.18
283,91061,5135,5,11.85,59.25
284,91061,5108,6,1.04,6.24
285,91061,5182,6,4.05,24.3
286,91061,5050,7,2.46,17.22
287,91061,5046,8,4.33,34.64
288,91062,5187,1,5.4,5.4
289,91062,5064,2,11.2,22.4
290,91062,5073,2,1.5,3.0
291,91062,5234,2,2.7,5.4
292,91062,5036,5,3.37,16.85
293,91062,5249,4,0.91,3.64
294,91063,5091,1,3.34,3.34
295,91063,5073,6,1.5,9.0
296,91063,5127,9,1.69,15.21
297,91063,5124,2,3.96,7.92
298,91063,5102,2,2.89,5.78
299,91064,5239,9,1.94,17.46
300,91065,5120,2,3.81,7.62
301,91065,5054,2,0.76,1.52
302,91065,5210,4,2.89,11.56
303,91066,5083,7,1.07,7.49
304,91066,5249,8,0.91,7.28
305,91066,5202,5,0.67,3.35
306,91067,5216,8,0.91,7.28
307,91067,5175,6,4.41,26.46
308,91067,5009,3,0.82,2.46
309,91068,5073,9,1.5,13.5
310,91068,5246,5,2.9,14.5
311,91068,5245,7,2.03,14.21
312,91068,5018,8,1.44,11.52
313,91068,5014,1,3.57,3.57
314,91069,5071,1,2.67,2.67
315,91069,5155,5,2.73,13.65
316,91069,5199,6,7.08,42.48
317,91069,5107,9,2.39,21.51
318,91069,5080,2,2.43,4.86
319,91069,5130,5,1.16,5.8
320,91069,5013,3,4.68,14.04
321,91070,5201,2,1.79,3.58
322,91070,5161,4,3.86,15.44
323,91070,5087,5,2.93,14.65
324,91070,5216,2,0.91,1.82
325,91070,5028,4,0.99,3.96
326,91070,5053,5,1.82,9.1
327,91071,5123,7,1.65,11.55
328,91071,5080,4,2.43,9.72
329,91071,5230,7,3.28,22.96
330,91071,5233,4,2.34,9.36
331,91071,5033,7,9.85,68.95
332,91071,5159,8,2.1,16.8
333,91072,5144,2,1.79,3.58
334,91072,5132,2,2.32,4.64
335,91072,5208,8,1.6,12.8
336,91072,5193,6,4.45,26.7
337,91073,5222,3,2.35,7.05
338,91074,5054,3,0.76,2.28
339,91074,5227,5,1.7,8.5
340,91074,5201,5,1.79,8.95
341,91074,5128,8,2.62,20.96
342,91075,5108,8,1.04,8.32
343,91075,5057,7,4.7,32.9
344,91075,5078,5,1.44,7.2
345,91075,5093,9,2.56,23.04
346,91076,5109,9,0.89,8.01
347,91076,5079,6,2.09,12.54
348,91076,5137,2,4.26,8.52
349,91076,5228,1,2.8,2.8
350,91076,5059,3,1.15,3.45
351,91076,5078,6,1.44,8.64
352,91077,5227,8,1.7,13.6
353,91077,5129,3,1.79,5.37
354,91077,5165,8,0.67,5.36
355,91077,5135,9,11.85,106.65
356,91077,5183,6,8.9,53.4
357,91077,5245,7,2.03,14.21
358,91077,5214,9,1.85,16.65
359,91077,5108,5,1.04,5.2
360,91078,5215,2,6.87,13.74
361,91078,5105,7,5.74,40.18
362,91078,5190,4,4.49,17.96
363,91078,5131,7,2.66,18.62
364,91078,5138,8,2.76,22.08
365,91079,5041,2,3.67,7.34
366,91079,5141,2,1.99,3.98
367,91079,5115,6,2.09,12.54
368,91080,5018,9,1.44,12.96
369,91081,5076,4,1.04,4.16
370,91081,5027,8,7.74,61.92
371,91082,5220,7,5.49,38.43
372,91082,5029,5,0.81,4.05
373,91082,5024,6,5.64,33.84
374,91083,5084,4,3.89,15.56
375,91083,5007,4,4.27,17.08
376,91083,5219,9,2.87,25.83
377,91083,5120,4,3.81,15.24
378,91083,5200,1,10.31,10.31
379,91084,5150,1,1.11,1.11
380,91084,5029,9,0.81,7.29
381,91084,5244,8,1.18,9.44
382,91085,5189,3,4.9,14.7
383,91085,5059,4,1.15,4.6
384,91086,5183,1,8.9,8.9
385,91086,5032,5,3.63,18.15
386,91086,5091,6,3.34,20.04
387,91086,5200,5,10.31,51.55
388,91086,5031,8,4.54,36.32
389,91086,5197,6,2.67,16.02
390,91086,5205,2,2.1,4.2
391,91086,5060,6,2.18,13.08
392,91087,5215,9,6.87,61.83
393,91087,5009,6,0.82,4.92
394,91088,5064,7,11.2,78.4
395,91089,5207,9,4.17,37.53
396,91089,5247,1,2.25,2.25
397,91089,5199,2,7.08,14.16
398,91089,5171,8,2.18,17.44
399,91090,5102,6,2.89,17.34
400,91090,5209,8,2.7,21.6
401,91090,5047,6,1.24,7.44
402,91091,5193,2,4.45,8.9
403,91091,5130,7,1.16,8.12
404,91091,5070,8,2.27,18.16
405,91092,5030,8,2.1,16.8
406,91092,5200,6,10.31,61.86
407,91092,5198,4,4.15,16.6
408,91092,5225,2,3.66,7.32
409,91092,5022,8,0.76,6.08
410,91093,5238,1,2.12,2.12
411,91093,5137,5,4.26,21.3
412,91094,5139,2,3.46,6.92
413,91094,5125,7,3.06,21.42
414,91095,5097,7,5.7,39.9
415,91095,5024,1,5.64,5.64
416,91095,5160,3,1.03,3.09
417,91095,5218,2,3.4,6.8
418,91095,5061,5,3.19,15.95
419,91095,5003,1,4.39,4.39
420,91095,5043,4,4.38,17.52
421,91095,5172,3,1.9,5.7
422,91096,5172,8,1.9,15.2
423,91096,5193,2,4.45,8.9
424,91097,5048,4,4.97,19.88
425,91097,5071,8,2.67,21.36
426,91097,5021,8,1.61,12.88
427,91097,5221,7,1.28,8.96
428,91097,5068,8,4.01,32.08
429,91098,5013,5,4.68,23.4
430,91098,5185,9,2.27,20.43
431,91098,5237,1,1.02,1.02
432,91098,5049,1,3.31,3.31
433,91099,5173,6,3.21,19.26
434,91099,5092,4,0.92,3.68
435,91099,5209,1,2.7,2.7
436,91099,5200,2,10.31,20.62
437,91099,5048,9,4.97,44.73
438,91100,5002,3,2.47,7.41
439,91100,5245,1,2.03,2.03
440,91100,5016,6,0.98,5.88
441,91100,5063,8,1.91,15.28
442,91101,5124,7,3.96,27.72
443,91101,5057,4,4.7,18.8
444,91102,5065,9,0.71,6.39
445,91102,5174,4,5.41,21.64
446,91102,5103,7,2.76,19.32
447,91102,5144,9,1.79,16.11
448,91102,5008,5,2.27,11.35
449,91102,5116,6,2.05,12.3
450,91102,5077,7,2.92,20.44
451,91102,5080,9,2.43,21.87
452,91103,5089,8,2.69,21.52
453,91103,5239,2,1.94,3.88
454,91103,5225,5,3.66,18.3
455,91103,5046,7,4.33,30.31
456,91103,5157,9,5.42,48.78
457,91104,5233,8,2.34,18.72
458,91104,5084,9,3.89,35.01
459,91104,5135,7,11.85,82.95
460,91105,5035,5,1.13,5.65
461,91105,5019,3,2.7,8.1
462,91105,5191,4,2.51,10.04
463,91105,5108,4,1.04,4.16
464,91106,5179,5,2.0,10.0
465,91106,5235,8,4.01,32.08
466,91106,5236,9,2.35,21.15
467,91106,5041,1,3.67,3.67
468,91106,5188,9,3.62,32.58
469,91106,5200,5,10.31,51.55
470,91106,5111,9,1.25,11.25
471,91107,5007,5,4.27,21.35
472,91108,5147,5,2.47,12.35
473,91109,5035,8,1.13,9.04
474,91109,5091,3,3.34,10.02
475,91109,5033,8,9.85,78.8
476,91109,5233,9,2.34,21.06
477,91109,5011,9,0.79,7.11
478,91109,5137,4,4.26,17.04
479,91109,5158,3,1.66,4.98
480,91109,5015,4,5.24,20.96
481,91110,5163,1,4.1,4.1
482,91110,5009,1,0.82,0.82
483,91111,5063,4,1.91,7.64
484,91112,5210,5,2.89,14.45
485,91112,5045,7,1.52,10.64
486,91113,5175,4,4.41,17.64
487,91113,5034,9,6.79,61.11
488,91113,5159,4,2.1,8.4
489,91113,5215,2,6.87,13.74
490,91113,5077,7,2.92,20.44
491,91113,5056,5,1.16,5.8
492,91113,5223,3,4.82,14.46
493,91114,5136,6,1.79,10.74
494,91114,5106,3,2.28,6.84
495,91114,5195,8,1.95,15.6
496,91114,5088,1,10.7,10.7
497,91114,5063,7,1.91,13.37
498,91114,5037,9,1.36,12.24
499,91114,5080,4,2.43,9.72
500,91114,5048,9,4.97,44.73
501,91115,5220,2,5.49,10.98
502,91115,5201,5,1.79,8.95
503,91115,5240,5,4.44,22.2
504,91115,5166,4,0.87,3.48
505,91115,5239,6,1.94,11.64
506,91115,5225,6,3.66,21.96
507,91115,5059,1,1.15,1.15
508,91116,5235,9,4.01,36.09
509,91116,5075,1,1.63,1.63
510,91116,5202,5,0.67,3.35
511,91117,5021,5,1.61,8.05
512,91117,5203,3,2.15,6.45
513,91117,5050,4,2.46,9.84
514,91117,5068,3,4.01,12.03
515,91117,5210,4,2.89,11.56
516,91117,5188,9,3.62,32.58
517,91117,5184,1,3.13,3.13
518,91118,5247,8,2.25,18.0
519,91118,5243,2,1.82,3.64
520,91119,5068,6,4.01,24.06
521,91119,5091,8,3.34,26.72
522,91119,5147,9,2.47,22.23
523,91119,5158,8,1.66,13.28
524,91119,5170,9,5.62,50.58
525,91120,5168,6,0.69,4.14
526,91120,5008,2,2.27,4.54
527,91120,5177,3,1.22,3.66
528,91120,5140,7,10.14,70.98
529,91120,5244,5,1.18,5.9
530,91121,5162,2,1.63,3.26
531,91122,5077,6,2.92,17.52
532,91123,5198,5,4.15,20.75
533,91123,5161,8,3.86,30.88
534,91123,5139,3,3.46,10.38
535,91123,5195,2,1.95,3.9
536,91124,5082,3,3.19,9.57
537,91124,5227,7,1.7,11.9
538,91124,5157,8,5.42,43.36
539,91124,5155,8,2.73,21.84
540,91125,5223,6,4.82,28.92
541,91125,5090,4,1.38,5.52
542,91125,5055,4,1.04,4.16
543,91125,5221,5,1.28,6.4
544,91125,5137,7,4.26,29.82
545,91125,5075,2,1.63,3.26
546,91125,5059,5,1.15,5.75
547,91125,5143,2,3.58,7.16
548,91126,5137,7,4.26,29.82
549,91126,5055,1,1.04,1.04
550,91126,5152,7,2.98,20.86
551,91126,5074,2,3.21,6.42
552,91127,5169,7,1.19,8.33
553,91127,5157,6,5.42,32.52
554,91127,5141,4,1.99,7.96
555,91127,5152,8,2.98,23.84
556,91127,5115,4,2.09,8.36
557,91128,5049,9,3.31,29.79
558,91128,5242,8,5.15,41.2
559,91128,5121,3,1.17,3.51
560,91128,5008,9,2.27,20.43
561,91128,5126,1,1.14,1.14
562,91128,5125,2,3.06,6.12
563,91129,5048,8,4.97,39.76
564,91129,5220,6,5.49,32.94
565,91129,5185,4,2.27,9.08
566,91129,5180,2,2.86,5.72
567,91129,5110,8,2.41,19.28
568,91130,5195,5,1.95,9.75
569,91130,5249,4,0.91,3.64
570,91130,5210,4,2.89,11.56
571,91130,5245,8,2.03,16.24
572,91130,5116,4,2.05,8.2
573,91130,5240,9,4.44,39.96
574,91131,5181,4,2.27,9.08
575,91131,5191,6,2.51,15.06
576,91131,5201,5,1.79,8.95
577,91131,5130,9,1.16,10.44
578,91132,5112,2,1.18,2.36
579,91132,5011,1,0.79,0.79
580,91132,5153,1,2.69,2.69
581,91132,5032,1,3.63,3.63
582,91132,5049,8,3.31,26.48
583,91132,5250,9,1.21,10.89
584,91132,5196,3,3.08,9.24
585,91133,5100,3,3.33,9.99
586,91133,5226,1,1.53,1.53
587,91133,5219,2,2.87,5.74
588,91133,5007,7,4.27,29.89
589,91133,5202,7,0.67,4.69
590,91133,5112,5,1.18,5.9
591,91133,5095,6,2.63,15.78
592,91133,5178,8,3.44,27.52
593,91134,5155,8,2.73,21.84
594,91134,5115,3,2.09,6.27
595,91135,5152,4,2.98,11.92
596,91136,5136,5,1.79,8.95
597,91136,5143,9,3.58,32.22
598,91136,5130,9,1.16,10.44
599,91136,5001,4,8.69,34.76
600,91136,5139,4,3.46,13.84
601,91136,5090,4,1.38,5.52
602,91137,5124,7,3.96,27.72
603,91137,5174,9,5.41,48.69
604,91137,5194,8,2.16,17.28
605,91137,5237,5,1.02,5.1
606,91137,5040,5,3.27,16.35
607,91138,5143,5,3.58,17.9
608,91138,5116,2,2.05,4.1
609,91138,5168,2,0.69,1.38
610,91138,5103,7,2.76,19.32
611,91138,5125,5,3.06,15.3
612,91138,5230,3,3.28,9.84
613,91138,5140,4,10.14,40.56
614,91138,5071,1,2.67,2.67
615,91139,5170,7,5.62,39.34
616,91139,5116,4,2.05,8.2
617,91139,5080,1,2.43,2.43
618,91139,5088,4,10.7,42.8
619,91139,5150,3,1.11,3.33
620,91139,5195,1,1.95,1.95
621,91139,5054,7,0.76,5.32
622,91140,5118,8,4.14,33.12
623,91140,5238,6,2.12,12.72
624,91140,5189,7,4.9,34.3
625,91140,5037,9,1.36,12.24
626,91141,5091,6,3.34,20.04
627,91141,5055,8,1.04,8.32
628,91141,5186,9,1.72,15.48
629,91141,5135,7,11.85,82.95
630,91141,5109,9,0.89,8.01
631,91141,5221,4,1.28,5.12
632,91141,5181,9,2.27,20.43
633,91141,5088,5,10.7,53.5
634,91142,5045,9,1.52,13.68
635,91142,5241,1,2.9,2.9
636,91142,5015,6,5.24,31.44
637,91142,5163,1,4.1,4.1
638,91142,5125,6,3.06,18.36
639,91143,5045,6,1.52,9.12
640,91143,5122,1,1.3,1.3
641,91143,5023,3,0.79,2.37
642,91143,5055,9,1.04,9.36
643,91144,5059,6,1.15,6.9
644,91144,5086,4,2.05,8.2
645,91144,5110,3,2.41,7.23
646,91144,5123,2,1.65,3.3
647,91144,5226,5,1.53,7.65
648,91145,5052,2,2.33,4.66
649,91145,5231,8,1.24,9.92
650,91145,5174,9,5.41,48.69
651,91145,5057,4,4.7,18.8
652,91145,5028,3,0.99,2.97
653,91145,5085,6,0.88,5.28
654,91145,5213,8,2.09,16.72
655,91146,5167,1,1.14,1.14
656,91146,5158,3,1.66,4.98
657,91146,5180,4,2.86,11.44
658,91146,5237,3,1.02,3.06
659,91146,5236,3,2.35,7.05
660,91146,5097,6,5.7,34.2
661,91146,5006,2,1.72,3.44
662,91147,5247,4,2.25,9.0
663,91147,5124,6,3.96,23.76
664,91147,5028,4,0.99,3.96
665,91147,5163,7,4.1,28.7
666,91147,5200,1,10.31,10.31
667,91147,5176,2,0.54,1.08
668,91147,5084,5,3.89,19.45
669,91148,5135,1,11.85,11.85
670,91148,5174,8,5.41,43.28
671,91148,5158,9,1.66,14.94
672,91148,5005,9,5.28,47.52
673,91148,5044,4,1.52,6.08
674,91148,5034,2,6.79,13.58
675,91148,5116,7,2.05,14.35
676,91148,5163,2,4.1,8.2
677,91149,5077,9,2.92,26.28
678,91149,5114,1,2.59,2.59
679,91149,5044,5,1.52,7.6
680,91149,5036,9,3.37,30.33
681,91149,5100,9,3.33,29.97
682,91150,5091,6,3.34,20.04
683,91150,5166,8,0.87,6.96
684,91150,5019,9,2.7,24.3
685,91150,5135,1,11.85,11.85
686,91150,5093,3,2.56,7.68
687,91151,5040,4,3.27,13.08
688,91151,5095,6,2.63,15.78
689,91151,5001,1,8.69,8.69
690,91151,5149,1,1.9,1.9
691,91152,5038,3,1.22,3.66
692,91152,5095,6,2.63,15.78
693,91152,5066,4,1.17,4.68
694,91152,5019,8,2.7,21.6
695,91153,5028,6,0.99,5.94
696,91153,5035,5,1.13,5.65
697,91153,5072,5,1.76,8.8
698,91154,5026,4,3.81,15.24
699,91154,5174,7,5.41,37.87
700,91154,5104,9,9.11,81.99
701,91154,5101,5,0.86,4.3
702,91155,5081,6,7.87,47.22
703,91155,5224,9,10.99,98.91
704,91155,5005,1,5.28,5.28
705,91155,5041,6,3.67,22.02
706,91155,5099,2,0.6,1.2
707,91155,5101,4,0.86,3.44
708,91155,5245,1,2.03,2.03
709,91155,5181,3,2.27,6.81
710,91156,5194,8,2.16,17.28
711,91156,5113,2,2.59,5.18
712,91157,5144,2,1.79,3.58
713,91157,5205,6,2.1,12.6
714,91157,5035,8,1.13,9.04
715,91157,5229,5,3.94,19.7
716,91157,5136,2,1.79,3.58
717,91157,5175,9,4.41,39.69
718,91158,5159,3,2.1,6.3
719,91158,5206,3,1.67,5.01
720,91158,5146,1,7.8,7.8
721,91158,5175,2,4.41,8.82
722,91158,5136,7,1.79,12.53
723,91158,5154,5,1.56,7.8
724,91158,5020,8,2.17,17.36
725,91158,5054,8,0.76,6.08
726,91159,5094,8,1.66,13.28
727,91159,5225,3,3.66,10.98
728,91159,5126,1,1.14,1.14
729,91159,5103,8,2.76,22.08
730,91159,5053,6,1.82,10.92
731,91159,5004,4,4.84,19.36
732,91159,5030,2,2.1,4.2
733,91160,5241,8,2.9,23.2
734,91160,5121,9,1.17,10.53
735,91161,5094,1,1.66,1.66
736,91161,5143,9,3.58,32.22
737,91161,5070,6,2.27,13.62
738,91161,5237,2,1.02,2.04
739,91162,5239,5,1.94,9.7
740,91162,5027,5,7.74,38.7
741,91162,5241,9,2.9,26.1
742,91162,5065,1,0.71,0.71
743,91162,5215,5,6.87,34.35
744,91163,5205,8,2.1,16.8
745,91163,5234,6,2.7,16.2
746,91163,5165,6,0.67,4.02
747,91163,5081,8,7.87,62.96
748,91163,5185,1,2.27,2.27
749,91163,5175,2,4.41,8.82
750,91163,5178,5,3.44,17.2
751,91164,5194,9,2.16,19.44
752,91164,5099,2,0.6,1.2
753,91164,5060,2,2.18,4.36
754,91164,5071,1,2.67,2.67
755,91165,5180,2,2.86,5.72
756,91165,5196,7,3.08,21.56
757,91165,5096,6,2.09,12.54
758,91165,5005,2,5.28,10.56
759,91166,5248,6,5.31,31.86
760,91166,5094,5,1.66,8.3
761,91167,5012,2,5.82,11.64
762,91167,5198,6,4.15,24.9
763,91167,5016,7,0.98,6.86
764,91167,5218,1,3.4,3.4
765,91167,5054,9,0.76,6.84
766,91167,5143,1,3.58,3.58
767,91168,5098,8,3.22,25.76
768,91169,5089,9,2.69,24.21
769,91169,5185,6,2.27,13.62
770,91169,5214,7,1.85,12.95
771,91169,5049,2,3.31,6.62
772,91169,5186,1,1.72,1.72
773,91169,5121,7,1.17,8.19
